transaction_id,product_id,customer_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost
17106,4,3026,2017-06-17,,Approved,Giant Bicycles,Standard,high,medium,"1129,13","677,48"
17107,45,627,2017-08-23,False,Approved,Trek Bicycles,Road,low,medium,"980,37","234,43"
17108,94,3304,2017-04-02,True,Approved,Giant Bicycles,Standard,medium,large,"1635,3","993,66"
17109,50,3094,2017-02-07,True,Approved,WeareA2B,Standard,medium,small,"175,89","131,92"
17110,35,237,2017-04-16,False,Approved,Giant Bicycles,Standard,medium,medium,"1403,5","954,82"
17111,70,2379,2017-08-05,False,Approved,Trek Bicycles,Standard,high,medium,"495,72","297,43"
17112,6,3476,2017-07-17,False,Approved,OHM Cycles,Standard,high,medium,"227,88","136,73"
17113,73,577,2017-08-23,False,Approved,Solex,Standard,medium,medium,"1945,43","333,18"
17114,81,261,2017-04-28,False,Approved,Norco Bicycles,Standard,medium,small,"586,45","521,94"
17115,54,913,2017-04-20,True,Approved,WeareA2B,Standard,medium,medium,"1292,84","13,44"
17116,61,3003,2017-08-18,True,Approved,OHM Cycles,Standard,low,medium,"71,16","56,93"
17117,89,2468,2017-07-24,False,Approved,Giant Bicycles,Standard,medium,large,"1812,75","582,48"
17118,54,2223,2017-10-31,True,Approved,WeareA2B,Standard,medium,medium,"1292,84","13,44"
17119,27,1596,2017-08-17,True,Approved,Trek Bicycles,Standard,low,medium,"1057,51","154,40"
17120,10,3465,2017-06-21,True,Approved,Solex,Standard,medium,medium,"1945,43","333,18"
17121,92,313,2017-11-05,True,Approved,WeareA2B,Standard,medium,small,"1415,01","1259,36"
17122,63,374,2017-08-10,False,Approved,Solex,Standard,medium,medium,"1483,2","99,59"
17123,0,3326,2017-07-18,False,Approved,Solex,Road,medium,medium,"416,98","312,74"
17124,89,1997,2017-03-08,False,Approved,WeareA2B,Touring,medium,large,"1362,99","57,74"
17125,93,915,2017-04-13,False,Cancelled,WeareA2B,Standard,medium,medium,"1065,03","230,09"
17126,12,2473,2017-02-23,True,Approved,WeareA2B,Standard,medium,medium,"1231,15","161,60"
17127,3,402,2017-01-29,False,Approved,Trek Bicycles,Standard,medium,large,"2091,47","388,92"
17128,89,2637,2017-03-08,True,Approved,WeareA2B,Touring,medium,large,"1362,99","57,74"
17129,91,2038,2017-07-23,False,Approved,Solex,Standard,medium,medium,"100,35","75,26"
17130,0,1543,2017-10-17,False,Approved,OHM Cycles,Standard,low,medium,"71,16","56,93"
17131,95,2658,2017-11-24,False,Approved,Giant Bicycles,Standard,medium,large,"569,56","528,43"
17132,43,1893,2017-06-14,True,Approved,Solex,Standard,medium,medium,"1151,96","649,49"
17133,91,741,2017-04-10,False,Approved,Solex,Standard,medium,medium,"100,35","75,26"
17134,28,1823,2017-06-07,True,Approved,Solex,Road,medium,small,"1703,52","1516,13"
17135,49,17,2017-12-30,False,Approved,Trek Bicycles,Road,medium,medium,"533,51","400,13"
17136,49,563,2017-04-10,True,Approved,Trek Bicycles,Road,medium,medium,"533,51","400,13"
17137,2,1952,2017-03-18,False,Approved,Solex,Standard,medium,medium,"71,49","53,62"
17138,50,2448,2017-05-10,True,Approved,Giant Bicycles,Standard,medium,medium,"642,7","211,37"
17139,90,1196,2017-04-03,True,Approved,Norco Bicycles,Standard,low,medium,"363,01","290,41"
17140,1,1922,2017-01-12,True,Approved,Giant Bicycles,Touring,medium,large,"1873,97","863,95"
17141,4,2020,2017-11-17,True,Approved,Giant Bicycles,Standard,high,medium,"1129,13","677,48"
17142,51,2230,2017-04-04,True,Approved,OHM Cycles,Standard,high,medium,"2005,66","1203,40"
17143,80,2268,2017-04-07,False,Approved,OHM Cycles,Touring,low,medium,"1073,07","933,84"
17144,66,2772,2017-04-25,True,Approved,Giant Bicycles,Road,low,small,"590,26","525,33"
17145,29,3351,2017-02-17,False,Approved,Norco Bicycles,Road,medium,medium,"543,39","407,54"
17146,10,645,2017-06-11,False,Approved,Solex,Standard,medium,medium,"1945,43","333,18"
17147,4,2066,2017-05-27,False,Approved,Solex,Standard,medium,medium,"1483,2","99,59"
17148,66,2972,2017-11-04,False,Approved,Solex,Standard,medium,medium,"1163,89","589,27"
17149,59,1971,2017-01-08,False,Approved,Solex,Standard,medium,large,"1061,56","733,58"
17150,0,1091,2017-04-06,True,Approved,,,,,"156,56",
17151,0,2584,2017-05-25,False,Approved,Norco Bicycles,Standard,low,medium,"363,01","290,41"
17152,1,3353,2017-11-30,False,Approved,Giant Bicycles,Standard,medium,medium,"1403,5","954,82"
17153,39,740,2017-08-14,True,Approved,Giant Bicycles,Standard,medium,large,"1812,75","582,48"
17154,86,1198,2017-03-13,False,Approved,Norco Bicycles,Road,high,large,"774,53","464,72"
17155,54,760,2017-10-29,False,Approved,WeareA2B,Standard,medium,medium,"1292,84","13,44"
17156,36,1461,2017-04-17,False,Approved,Solex,Standard,low,medium,"945,04","507,58"
17157,17,1870,2017-04-09,False,Approved,Solex,Standard,high,medium,"1024,66","614,80"
17158,27,3339,2017-03-07,True,Approved,Trek Bicycles,Standard,medium,medium,"499,53","388,72"
17159,73,3215,2017-10-25,True,Approved,Solex,Standard,medium,medium,"1945,43","333,18"
17160,78,2183,2017-03-10,False,Approved,Giant Bicycles,Standard,medium,large,"1765,3","709,48"
17161,0,2228,2017-05-13,False,Approved,OHM Cycles,Standard,low,medium,"71,16","56,93"
17162,56,43,2017-02-07,True,Approved,OHM Cycles,Standard,medium,medium,"183,86","137,90"
17163,13,1194,2017-06-01,False,Approved,Solex,Standard,medium,medium,"1163,89","589,27"
17164,27,298,2017-11-15,,Approved,Trek Bicycles,Standard,low,medium,"1057,51","154,40"
17165,1,3152,2017-04-05,False,Approved,Giant Bicycles,Touring,medium,large,"1873,97","863,95"
17166,44,692,2017-03-17,True,Approved,WeareA2B,Standard,medium,medium,"1769,64","108,76"
17167,4,1505,2017-01-16,False,Approved,Giant Bicycles,Standard,high,medium,"1129,13","677,48"
17168,3,655,2017-04-09,False,Approved,Trek Bicycles,Standard,medium,large,"2091,47","388,92"
17169,0,2384,2017-04-08,True,Approved,Giant Bicycles,Standard,medium,large,"569,56","528,43"
17170,70,3453,2017-10-19,False,Approved,Trek Bicycles,Standard,high,medium,"495,72","297,43"
17171,82,3401,2017-09-15,False,Approved,Norco Bicycles,Standard,high,medium,"1148,64","689,18"
17172,67,313,2017-12-13,False,Approved,Norco Bicycles,Road,medium,medium,"544,05","376,84"
17173,23,1659,2017-10-05,True,Approved,Norco Bicycles,Standard,medium,medium,"1198,46","381,10"
17174,38,118,2017-03-28,True,Approved,Trek Bicycles,Standard,medium,large,"2091,47","388,92"
17175,94,2633,2017-12-15,True,Approved,Giant Bicycles,Standard,medium,large,"1635,3","993,66"
17176,0,2286,2017-11-11,True,Approved,Giant Bicycles,Standard,medium,medium,"230,91","173,18"
17177,43,1436,2017-08-09,True,Approved,Solex,Standard,medium,medium,"1151,96","649,49"
17178,75,3405,2017-03-20,True,Approved,Giant Bicycles,Touring,medium,large,"1873,97","863,95"
17179,28,1068,2017-06-22,True,Approved,Norco Bicycles,Standard,medium,small,"1216,14","1082,36"
17180,79,1208,2017-06-26,True,Approved,Norco Bicycles,Standard,medium,medium,"1555,58","818,01"
17181,15,3081,2017-08-02,True,Approved,WeareA2B,Standard,medium,medium,"1292,84","13,44"
17182,26,3169,2017-12-30,True,Approved,WeareA2B,Standard,medium,medium,"1992,93","762,63"
17183,9,1781,2017-05-28,True,Approved,OHM Cycles,Road,medium,medium,"742,54","667,40"
17184,77,1813,2017-08-05,False,Approved,Norco Bicycles,Road,medium,large,"1240,31","795,10"
17185,62,3304,2017-08-28,True,Approved,Solex,Standard,medium,medium,"478,16","298,72"
17186,85,2010,2017-10-04,True,Approved,WeareA2B,Standard,medium,medium,"1228,07","400,91"
17187,73,1866,2017-05-06,True,Approved,Solex,Standard,medium,medium,"1945,43","333,18"
17188,21,3420,2017-04-22,False,Approved,Solex,Standard,medium,large,"1071,23","380,74"
17189,88,830,2017-08-03,True,Approved,Norco Bicycles,Standard,medium,medium,"1198,46","381,10"
17190,0,2522,2017-06-30,False,Approved,OHM Cycles,Standard,medium,medium,"183,86","137,90"
17191,6,101,2017-12-22,False,Approved,Solex,Standard,high,medium,"748,17","448,90"
17192,82,996,2017-03-09,True,Approved,Norco Bicycles,Standard,high,medium,"1148,64","689,18"
17193,97,2423,2017-11-01,False,Approved,Solex,Standard,medium,large,"202,62","151,96"
17194,24,2924,2017-10-20,True,Approved,Solex,Road,medium,large,"1777,8","820,78"
17195,96,1898,2017-02-15,False,Approved,WeareA2B,Road,low,small,"1172,78","1043,77"
17196,19,1340,2017-02-13,False,Approved,Trek Bicycles,Mountain,low,medium,"574,64","459,71"
17197,88,771,2017-04-15,False,Approved,Norco Bicycles,Standard,medium,medium,"1198,46","381,10"
17198,99,1258,2017-04-17,False,Approved,OHM Cycles,Standard,medium,medium,"1227,34","770,89"
17199,45,8,2017-08-11,False,Approved,Solex,Standard,medium,medium,"441,49","84,99"
17200,89,3303,2017-08-08,True,Approved,WeareA2B,Touring,medium,large,"1362,99","57,74"
17201,61,174,2017-06-02,True,Approved,OHM Cycles,Standard,low,medium,"71,16","56,93"
17202,34,491,2017-09-06,False,Approved,Norco Bicycles,Road,high,large,"774,53","464,72"
17203,94,355,2017-05-17,True,Approved,Giant Bicycles,Standard,medium,large,"1635,3","993,66"
17204,71,1067,2017-05-12,True,Approved,Solex,Standard,high,large,"1842,92","1105,75"
17205,46,121,2017-02-14,False,Approved,Solex,Standard,low,medium,"1289,85","74,51"
17206,86,2989,2017-02-22,False,Approved,Norco Bicycles,Road,high,large,"774,53","464,72"
17207,36,203,2017-01-27,True,Approved,Solex,Standard,low,medium,"945,04","507,58"
17208,28,3164,2017-09-23,False,Approved,Norco Bicycles,Standard,medium,small,"1216,14","1082,36"
17209,3,200,2017-06-06,False,Approved,Trek Bicycles,Standard,medium,large,"2091,47","388,92"
17210,68,1890,2017-01-16,True,Approved,OHM Cycles,Standard,medium,medium,"1636,9","44,71"
17211,11,553,2017-08-23,False,Approved,Giant Bicycles,Standard,high,medium,"1274,93","764,96"
17212,49,2298,2017-11-15,True,Approved,Trek Bicycles,Road,medium,medium,"533,51","400,13"
17213,13,2701,2017-07-14,True,Approved,Solex,Standard,medium,medium,"1163,89","589,27"
17214,2,2681,2017-08-28,False,Approved,Solex,Standard,medium,medium,"71,49","53,62"
17215,4,1421,2017-04-15,True,Approved,Giant Bicycles,Standard,high,medium,"1129,13","677,48"
17216,98,465,2017-11-07,True,Approved,Trek Bicycles,Standard,high,medium,"358,39","215,03"
17217,40,2614,2017-07-13,True,Approved,Trek Bicycles,Road,medium,large,"1894,19","598,76"
17218,23,2207,2017-10-17,True,Approved,Norco Bicycles,Mountain,low,small,"688,63","612,88"
17219,0,3451,2017-05-21,True,Approved,Trek Bicycles,Road,medium,medium,"290,62","215,14"
17220,12,491,2017-10-23,True,Approved,WeareA2B,Standard,medium,medium,"1231,15","161,60"
17221,0,1727,2017-05-07,False,Approved,Trek Bicycles,Standard,high,medium,"358,39","215,03"
17222,7,3315,2017-05-22,True,Approved,Trek Bicycles,Road,low,medium,"980,37","234,43"
17223,39,974,2017-09-07,True,Approved,Giant Bicycles,Standard,medium,large,"1812,75","582,48"
17224,42,1272,2017-02-26,True,Approved,OHM Cycles,Road,medium,small,1810,"1610,90"
17225,67,2668,2017-03-27,True,Approved,Norco Bicycles,Road,medium,medium,"544,05","376,84"
17226,0,451,2017-10-25,False,Approved,Solex,Standard,medium,large,"202,62","151,96"
17227,8,1851,2017-02-15,True,Approved,Solex,Road,medium,small,"1703,52","1516,13"
17228,30,1191,2017-10-01,True,Approved,Solex,Standard,high,medium,"748,17","448,90"
17229,14,3471,2017-08-04,False,Approved,Solex,Standard,high,large,"1842,92","1105,75"
17230,45,1878,2017-08-13,True,Approved,Solex,Standard,medium,medium,"441,49","84,99"
17231,56,497,2017-08-24,True,Approved,OHM Cycles,Standard,medium,medium,"183,86","137,90"
17232,81,1416,2017-02-20,False,Approved,Solex,Standard,medium,medium,"1151,96","649,49"
17233,94,390,2017-02-10,,Approved,Giant Bicycles,Standard,medium,large,"1635,3","993,66"
17234,46,187,2017-07-10,False,Approved,Solex,Standard,low,medium,"1289,85","74,51"
17235,67,2181,2017-10-07,True,Approved,Norco Bicycles,Road,medium,medium,"544,05","376,84"
17236,0,1026,2017-11-16,True,Approved,,,,,"643,95",
17237,40,2691,2017-05-04,True,Approved,OHM Cycles,Standard,high,medium,"1458,17","874,90"
17238,22,3003,2017-07-21,False,Approved,WeareA2B,Standard,medium,medium,"60,34","45,26"
17239,39,1649,2017-09-05,True,Approved,Giant Bicycles,Standard,medium,large,"1812,75","582,48"
17240,54,444,2017-01-02,False,Approved,WeareA2B,Standard,medium,medium,"1292,84","13,44"
17241,80,277,2017-08-31,False,Approved,Trek Bicycles,Standard,medium,large,"1469,44","596,55"
17242,76,1027,2017-05-03,True,Approved,WeareA2B,Standard,low,medium,"642,31","513,85"
17243,50,1089,2017-04-25,True,Approved,WeareA2B,Standard,medium,small,"175,89","131,92"
17244,11,110,2017-07-11,True,Approved,Giant Bicycles,Standard,high,medium,"1274,93","764,96"
17245,20,1887,2017-09-02,True,Approved,Trek Bicycles,Standard,medium,small,"1775,81","1580,47"
17246,27,1002,2017-02-24,True,Approved,Trek Bicycles,Standard,medium,medium,"499,53","388,72"
17247,0,633,2017-01-12,False,Approved,Norco Bicycles,Standard,medium,medium,"360,4","270,30"
17248,59,2673,2017-08-04,True,Approved,Solex,Standard,medium,large,"1061,56","733,58"
17249,0,197,2017-10-06,True,Approved,OHM Cycles,Standard,low,medium,"71,16","56,93"
17250,68,2808,2017-12-24,False,Approved,OHM Cycles,Standard,medium,medium,"1636,9","44,71"
17251,2,104,2017-03-05,False,Approved,Solex,Standard,medium,medium,"71,49","53,62"
17252,26,346,2017-06-05,True,Approved,WeareA2B,Standard,medium,medium,"1992,93","762,63"
17253,61,249,2017-01-29,True,Approved,Norco Bicycles,Standard,medium,small,"586,45","521,94"
17254,84,1805,2017-10-01,True,Approved,Trek Bicycles,Road,medium,medium,"290,62","215,14"
17255,42,1813,2017-04-02,False,Approved,OHM Cycles,Road,medium,small,1810,"1610,90"
17256,63,1045,2017-05-17,False,Approved,Solex,Standard,medium,medium,"1483,2","99,59"
17257,76,3490,2017-07-17,False,Approved,WeareA2B,Road,low,small,"1172,78","1043,77"
17258,49,512,2017-01-02,False,Approved,Trek Bicycles,Road,medium,medium,"533,51","400,13"
17259,80,600,2017-05-14,True,Approved,OHM Cycles,Touring,low,medium,"1073,07","933,84"
17260,36,2179,2017-05-21,True,Approved,Solex,Standard,low,medium,"945,04","507,58"
17261,74,1523,2017-03-15,True,Approved,WeareA2B,Standard,medium,medium,"1228,07","400,91"
17262,38,2605,2017-05-28,False,Approved,Trek Bicycles,Standard,medium,large,"2091,47","388,92"
17263,84,850,2017-02-23,True,Approved,Trek Bicycles,Road,medium,medium,"290,62","215,14"
17264,36,1661,2017-05-11,False,Approved,Solex,Standard,low,medium,"945,04","507,58"
17265,88,946,2017-07-20,False,Approved,Norco Bicycles,Standard,high,small,"1661,92","1479,11"
17266,15,3333,2017-04-06,True,Approved,Norco Bicycles,Standard,low,medium,"958,74","748,90"
17267,27,826,2017-12-26,False,Approved,Trek Bicycles,Standard,medium,medium,"499,53","388,72"
17268,52,2034,2017-01-25,True,Approved,OHM Cycles,Road,medium,medium,"1280,28","829,51"
17269,31,2537,2017-04-18,True,Approved,Giant Bicycles,Standard,medium,medium,"230,91","173,18"
17270,51,2715,2017-05-22,True,Approved,OHM Cycles,Standard,high,medium,"2005,66","1203,40"
17271,96,969,2017-07-28,True,Approved,Giant Bicycles,Standard,medium,large,"1635,3","993,66"
17272,0,3382,2017-05-16,False,Approved,Giant Bicycles,Standard,medium,large,"569,56","528,43"
17273,93,1525,2017-07-31,False,Approved,OHM Cycles,Standard,high,medium,"1458,17","874,90"
17274,11,2449,2017-08-22,False,Approved,Giant Bicycles,Standard,high,medium,"1274,93","764,96"
17275,84,998,2017-01-08,False,Approved,Trek Bicycles,Road,medium,medium,"290,62","215,14"
17276,0,1320,2017-09-21,False,Approved,Solex,Standard,medium,medium,"100,35","75,26"
17277,76,3199,2017-11-27,True,Approved,WeareA2B,Standard,low,medium,"642,31","513,85"
17278,0,1869,2017-01-14,True,Approved,Norco Bicycles,Road,medium,medium,"544,05","376,84"
17279,52,3258,2017-09-04,False,Approved,OHM Cycles,Road,medium,medium,"1280,28","829,51"
17280,60,1590,2017-08-20,False,Approved,Giant Bicycles,Standard,high,small,"1977,36","1759,85"
17281,12,1068,2017-11-11,False,Approved,WeareA2B,Standard,medium,medium,"1231,15","161,60"
17282,16,18,2017-08-18,False,Approved,Norco Bicycles,Standard,high,small,"1661,92","1479,11"
17283,0,1290,2017-07-25,False,Approved,Trek Bicycles,Road,medium,medium,"533,51","400,13"
17284,32,1215,2017-09-03,False,Approved,Giant Bicycles,Standard,medium,medium,"642,7","211,37"
17285,18,534,2017-08-02,True,Approved,Solex,Standard,medium,medium,"575,27","431,45"
17286,39,2948,2017-08-11,True,Approved,Giant Bicycles,Standard,medium,large,"1812,75","582,48"
17287,18,3065,2017-04-30,True,Approved,Norco Bicycles,Standard,high,medium,"1148,64","689,18"
17288,50,2810,2017-07-11,True,Approved,WeareA2B,Standard,medium,small,"175,89","131,92"
17289,15,1888,2017-10-04,False,Approved,Norco Bicycles,Standard,low,medium,"958,74","748,90"
17290,43,633,2017-09-08,True,Approved,Norco Bicycles,Standard,medium,medium,"1555,58","818,01"
17291,66,626,2017-10-23,False,Approved,Giant Bicycles,Road,low,small,"590,26","525,33"
17292,0,171,2017-05-30,True,Approved,,,,,"517,53",
17293,72,1532,2017-12-07,False,Approved,Norco Bicycles,Standard,medium,medium,"360,4","270,30"
17294,50,2884,2017-02-04,False,Approved,WeareA2B,Standard,medium,small,"175,89","131,92"
17295,49,488,2017-08-06,False,Approved,Trek Bicycles,Road,medium,medium,"533,51","400,13"
17296,36,828,2017-03-11,False,Approved,Solex,Standard,low,medium,"945,04","507,58"
17297,51,3294,2017-08-10,False,Approved,OHM Cycles,Standard,high,medium,"2005,66","1203,40"
17298,61,2732,2017-02-17,False,Approved,OHM Cycles,Standard,low,medium,"71,16","56,93"
17299,15,83,2017-05-06,True,Approved,Norco Bicycles,Standard,low,medium,"958,74","748,90"
17300,59,3480,2017-10-29,True,Approved,Solex,Standard,medium,large,"1061,56","733,58"
17301,71,2042,2017-09-12,False,Approved,Solex,Standard,high,large,"1842,92","1105,75"
17302,24,90,2017-03-09,False,Approved,Solex,Road,medium,large,"1777,8","820,78"
17303,0,1003,2017-05-25,True,Approved,Solex,Standard,medium,medium,"478,16","298,72"
17304,52,3322,2017-08-11,False,Approved,OHM Cycles,Road,medium,medium,"1280,28","829,51"
17305,27,147,2017-06-10,False,Approved,Trek Bicycles,Standard,medium,medium,"499,53","388,72"
17306,9,2373,2017-06-27,True,Approved,Norco Bicycles,Standard,medium,small,"1216,14","1082,36"
17307,98,2673,2017-02-13,False,Approved,Trek Bicycles,Standard,high,medium,"358,39","215,03"
17308,35,2575,2017-04-15,False,Approved,Giant Bicycles,Standard,medium,medium,"1403,5","954,82"
17309,2,403,2017-04-22,False,Approved,Solex,Standard,medium,medium,"71,49","53,62"
17310,40,2527,2017-09-10,True,Approved,OHM Cycles,Standard,high,medium,"1458,17","874,90"
17311,44,1661,2017-05-20,False,Approved,WeareA2B,Standard,medium,medium,"1769,64","108,76"
17312,8,2435,2017-01-15,False,Approved,Solex,Road,medium,small,"1703,52","1516,13"
17313,25,2272,2017-01-08,False,Approved,Giant Bicycles,Road,medium,medium,"1538,99","829,65"
17314,32,2738,2017-06-11,True,Approved,Giant Bicycles,Standard,medium,medium,"642,7","211,37"
17315,50,1673,2017-08-12,True,Approved,WeareA2B,Standard,medium,small,"175,89","131,92"
17316,0,950,2017-01-29,True,Approved,Trek Bicycles,Road,medium,medium,"290,62","215,14"
17317,82,1952,2017-05-16,False,Approved,Norco Bicycles,Standard,high,medium,"1148,64","689,18"
17318,13,293,2017-10-15,True,Approved,Solex,Standard,medium,medium,"1163,89","589,27"
17319,63,1552,2017-03-05,True,Approved,Solex,Standard,medium,medium,"1483,2","99,59"
17320,51,2236,2017-12-29,True,Approved,OHM Cycles,Standard,high,medium,"2005,66","1203,40"
17321,59,2049,2017-10-15,False,Approved,WeareA2B,Standard,medium,small,"1415,01","1259,36"
17322,61,2268,2017-08-21,True,Approved,OHM Cycles,Standard,low,medium,"71,16","56,93"
17323,19,1413,2017-12-16,False,Approved,OHM Cycles,Road,high,large,"12,01","7,21"
17324,71,3387,2017-08-13,False,Approved,Solex,Standard,high,large,"1842,92","1105,75"
17325,8,2044,2017-04-25,True,Approved,Solex,Road,medium,small,"1703,52","1516,13"
17326,66,3433,2017-09-11,True,Approved,Giant Bicycles,Road,low,small,"590,26","525,33"
17327,31,1189,2017-09-30,True,Approved,WeareA2B,Standard,medium,medium,"752,64","205,36"
17328,80,1275,2017-06-09,False,Approved,OHM Cycles,Touring,low,medium,"1073,07","933,84"
17329,42,447,2017-09-30,False,Approved,OHM Cycles,Road,medium,small,1810,"1610,90"
17330,33,1027,2017-08-12,False,Approved,Giant Bicycles,Standard,medium,small,"1311,44","1167,18"
17331,26,2236,2017-04-14,True,Approved,WeareA2B,Standard,medium,medium,"1992,93","762,63"
17332,0,1702,2017-02-20,True,Approved,,,,,"226,94",
17333,11,2765,2017-11-14,False,Approved,Giant Bicycles,Standard,high,medium,"1274,93","764,96"
17334,69,2997,2017-08-28,False,Approved,Giant Bicycles,Road,medium,medium,"792,9","594,68"
17335,62,1653,2017-05-07,,Approved,Solex,Standard,medium,medium,"478,16","298,72"
17336,61,642,2017-12-06,True,Approved,OHM Cycles,Standard,low,medium,"71,16","56,93"
17337,89,1507,2017-01-27,False,Approved,Giant Bicycles,Standard,medium,large,"1812,75","582,48"
17338,77,2424,2017-04-19,False,Approved,Norco Bicycles,Road,medium,large,"1240,31","795,10"
17339,4,2288,2017-07-02,True,Approved,Solex,Standard,medium,medium,"1483,2","99,59"
17340,0,3407,2017-10-28,True,Approved,OHM Cycles,Standard,medium,medium,"183,86","137,90"
17341,6,1670,2017-03-02,False,Approved,OHM Cycles,Standard,high,medium,"227,88","136,73"
17342,25,2025,2017-02-13,True,Approved,Giant Bicycles,Road,medium,medium,"1538,99","829,65"
17343,85,3402,2017-08-18,False,Approved,WeareA2B,Standard,medium,medium,"752,64","205,36"
17344,69,2262,2017-09-22,False,Approved,Giant Bicycles,Road,medium,medium,"792,9","594,68"
17345,9,2750,2017-06-11,False,Approved,Norco Bicycles,Standard,medium,small,"1216,14","1082,36"
17346,8,340,2017-09-16,False,Approved,Solex,Road,medium,small,"1703,52","1516,13"
17347,22,1032,2017-08-27,True,Approved,WeareA2B,Standard,medium,medium,"60,34","45,26"
17348,70,1068,2017-09-23,False,Approved,Trek Bicycles,Standard,high,medium,"495,72","297,43"
17349,58,238,2017-03-19,False,Approved,OHM Cycles,Standard,medium,medium,"912,52","141,40"
17350,52,2781,2017-07-16,False,Approved,OHM Cycles,Road,medium,medium,"1280,28","829,51"
17351,82,1247,2017-10-01,False,Approved,Norco Bicycles,Standard,high,medium,"1148,64","689,18"
17352,48,3202,2017-06-10,True,Approved,WeareA2B,Standard,medium,medium,"1762,96","950,52"
17353,69,567,2017-10-31,False,Approved,Giant Bicycles,Road,medium,medium,"792,9","594,68"
17354,51,110,2017-02-24,False,Approved,OHM Cycles,Standard,high,medium,"2005,66","1203,40"
17355,78,1983,2017-10-02,True,Approved,Giant Bicycles,Standard,medium,large,"1765,3","709,48"
17356,0,3309,2017-08-23,False,Approved,Norco Bicycles,Standard,low,medium,"363,01","290,41"
17357,76,272,2017-08-14,False,Approved,WeareA2B,Standard,low,medium,"642,31","513,85"
17358,100,637,2017-03-08,True,Approved,Trek Bicycles,Standard,medium,small,"1386,84","1234,29"
17359,13,2213,2017-07-25,False,Approved,Solex,Standard,medium,medium,"1163,89","589,27"
17360,18,1199,2017-08-27,False,Approved,Solex,Standard,medium,medium,"575,27","431,45"
17361,56,2932,2017-02-25,True,Approved,OHM Cycles,Standard,medium,medium,"183,86","137,90"
17362,43,2248,2017-01-20,True,Approved,Solex,Standard,medium,medium,"1151,96","649,49"
17363,0,2974,2017-07-24,True,Approved,Solex,Standard,medium,medium,"478,16","298,72"
17364,49,2953,2017-07-17,False,Approved,Solex,Standard,medium,large,"1061,56","733,58"
17365,0,838,2017-06-18,True,Approved,Solex,Standard,medium,medium,"100,35","75,26"
17366,18,544,2017-03-14,True,Approved,Norco Bicycles,Standard,high,medium,"1148,64","689,18"
17367,27,3315,2017-02-27,False,Approved,Trek Bicycles,Standard,medium,medium,"499,53","388,72"
17368,29,1166,2017-07-20,True,Approved,Norco Bicycles,Road,medium,medium,"543,39","407,54"
17369,91,785,2017-07-03,True,Approved,Solex,Standard,medium,medium,"100,35","75,26"
17370,0,2299,2017-10-24,True,Approved,OHM Cycles,Standard,high,medium,"227,88","136,73"
17371,19,3150,2017-04-16,False,Approved,OHM Cycles,Road,high,large,"12,01","7,21"
17372,4,694,2017-04-10,True,Approved,Giant Bicycles,Standard,high,medium,"1129,13","677,48"
17373,45,2966,2017-01-07,False,Approved,Solex,Standard,medium,medium,"441,49","84,99"
17374,26,541,2017-08-15,True,Approved,WeareA2B,Standard,medium,medium,"1992,93","762,63"
17375,42,1364,2017-06-04,True,Approved,OHM Cycles,Road,medium,small,1810,"1610,90"
17376,63,1233,2017-05-04,True,Approved,Solex,Standard,medium,medium,"1483,2","99,59"
17377,63,2620,2017-06-10,False,Approved,Solex,Standard,medium,medium,"1483,2","99,59"
17378,75,2391,2017-06-02,False,Cancelled,Giant Bicycles,Touring,medium,large,"1873,97","863,95"
17379,82,2293,2017-05-14,False,Approved,Norco Bicycles,Standard,high,medium,"1148,64","689,18"
17380,73,2434,2017-04-05,True,Approved,Solex,Standard,medium,medium,"1945,43","333,18"
17381,2,554,2017-11-22,False,Approved,Solex,Standard,medium,medium,"71,49","53,62"
17382,38,117,2017-02-25,True,Approved,Solex,Standard,medium,medium,"1577,53","826,51"
17383,43,2640,2017-07-12,False,Approved,Solex,Standard,medium,medium,"1151,96","649,49"
17384,58,924,2017-08-27,False,Approved,OHM Cycles,Standard,medium,medium,"912,52","141,40"
17385,96,623,2017-05-13,True,Approved,Giant Bicycles,Standard,medium,large,"1635,3","993,66"
17386,91,796,2017-07-25,False,Approved,Solex,Standard,medium,medium,"100,35","75,26"
17387,72,2410,2017-11-24,True,Approved,Norco Bicycles,Standard,medium,medium,"360,4","270,30"
17388,83,2475,2017-03-17,True,Approved,Solex,Touring,medium,large,"2083,94","675,03"
17389,38,2989,2017-10-21,True,Approved,Trek Bicycles,Standard,medium,large,"2091,47","388,92"
17390,85,2101,2017-11-16,True,Approved,WeareA2B,Standard,medium,medium,"752,64","205,36"
17391,83,371,2017-09-20,True,Approved,Solex,Touring,medium,large,"2083,94","675,03"
17392,0,1333,2017-12-23,False,Approved,Solex,Standard,medium,medium,"478,16","298,72"
17393,56,1501,2017-06-16,True,Approved,OHM Cycles,Standard,medium,medium,"183,86","137,90"
17394,20,933,2017-12-30,False,Approved,Trek Bicycles,Standard,medium,small,"1775,81","1580,47"
17395,91,3063,2017-08-09,True,Approved,Solex,Standard,medium,medium,"100,35","75,26"
17396,100,1765,2017-03-30,False,Approved,Trek Bicycles,Standard,medium,small,"1386,84","1234,29"
17397,40,1898,2017-05-06,False,Approved,OHM Cycles,Standard,high,medium,"1458,17","874,90"
17398,79,121,2017-01-06,False,Approved,Norco Bicycles,Standard,medium,medium,"1555,58","818,01"
